	reference	query	distance	pvalue	matching-hashes	percentage
462	CACKWB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
438	CACKFR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
461	CACKUU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
459	CACKUC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
440	CACKGR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
441	CACKHE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
442	CACKHG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
443	CACKHU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
444	CACKIA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
445	CACKIP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
446	CACKIV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
447	CACKJA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
448	CACKJL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
449	CACKJM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
450	CACKKG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
451	CACKKJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
452	CACKLP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
453	CACKMQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
454	CACKMT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
455	CACKOL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
456	CACKPW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
457	CACKQL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
458	CACKSS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
460	CACKUH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
393	CACIGP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
576	CACOYJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
578	CACPFL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
703	CAIVUW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
704	CAIVVJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
706	CAIWES01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
707	CAIWEU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
709	CAIWIR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
710	CAIWKG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
712	CAIWNN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
713	CAIWPA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
702	CAIVTY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
714	CAIWSY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
716	CAIXBB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
717	CAIXKS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
718	CAIXKU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
719	CAIXLN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
720	CAIXOZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
721	CAIY01_Richelia	./CENA71.fasta	1.0	1.0	0/1000	0.0
723	CAIYEE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
724	CAIYIN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
715	CAIWUP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
700	CAIVSA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
699	CAIVPT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
698	CAIVMI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
677	CAISRP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
678	CAISRT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
679	CAISRW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
680	CAISTM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
681	CAISWB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
682	CAISZF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
684	CAITCA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
685	CAITFR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
686	CAITHH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
687	CAITND01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
688	CAITOU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
689	CAITZL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
690	CAIUAQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
691	CAIUCS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
692	CAIUMG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
693	CAIUQY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
694	CAIVAU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
695	CAIVFS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
697	CAIVMB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
725	CAIYJT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
726	CAIYLM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
727	CAIYRW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
728	CAIYSK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
752	CAJAKS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
753	CAJALB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
754	CAJALZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
755	CAJAQB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
756	CAJARI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
757	CAJATQ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
758	CAJATR01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
759	CAJAVH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
760	CAJAYV01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
761	CAJAZF01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
762	CAJAZO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
763	CAJBFY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
764	CAJBJJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
765	CAJBJR01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
766	CAJBKJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
767	CAJBMA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
768	CAJBPY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
769	CAJBUV01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
770	CAJBWW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
751	CAJAKO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
676	CAISPN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
750	CAJAKH01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
748	CAJACU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
729	CAIZCV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
730	CAIZDC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
731	CAIZIV01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
732	CAIZKS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
733	CAIZLY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
734	CAIZNP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
735	CAIZNS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
736	CAIZOI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
737	CAIZOZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
738	CAIZPV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
739	CAIZQP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
740	CAIZQU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
741	CAIZRB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
742	CAIZSN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
743	CAIZWK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
744	CAIZXA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
745	CAIZXO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
746	CAJAAI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
747	CAJABW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
749	CAJAIC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
675	CAISKX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
674	CAISIH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
673	CAISDG01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
604	CAIKEC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
605	CAIKFC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
606	CAIKSK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
607	CAIKSR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
608	CAIKWV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
609	CAIKZL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
610	CAIL01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
611	CAILBA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
612	CAILFB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
613	CAILFC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
614	CAILHQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
615	CAILIL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
616	CAILJR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
617	CAILLV01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
618	CAILMH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
619	CAILTN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
620	CAILTU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
621	CAILUN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
622	CAILZV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
603	CAIK01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
623	CAIM01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
602	CAIJZP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
600	CAIJVB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
579	CACPHQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
580	CACPIH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
581	CACPJY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
582	CACPKH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
583	CACPLK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
584	CACPNN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
585	CACPNZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
586	CACVCJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
587	CADCTM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
588	CADCTY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
589	CADCTZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
590	CADCWO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
591	CAFN01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
592	CAIH01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
593	CAII01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
596	CAIJFA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
597	CAIJJB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
598	CAIJRN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
599	CAIJSG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
601	CAIJWW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
577	CACPBT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
624	CAIMED01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
627	CAIMVL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
652	CAIPOC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
653	CAIPVN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
654	CAIPYC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
656	CAIQ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
657	CAIQBV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
658	CAIQGS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
659	CAIQIA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
660	CAIQJE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
661	CAIQJY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
662	CAIQMA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
664	CAIQUF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
665	CAIQXI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
666	CAIRGI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
667	CAIRHH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
668	CAIRPA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
669	CAIRRO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
670	CAIRWM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
671	CAIS01_Richelia	./CENA71.fasta	1.0	1.0	0/1000	0.0
672	CAISAU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
651	CAIPKM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
625	CAIMEM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
650	CAIPDK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
648	CAIOXZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
628	CAIMXA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
629	CAIN01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
630	CAINAG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
632	CAINPA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
633	CAINPH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
634	CAINPL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
635	CAINTH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
636	CAINUV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
637	CAINUW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
638	CAINWI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
639	CAINWT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
640	CAINZT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
641	CAIO01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
642	CAIOBR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
643	CAIOCZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
644	CAIOGZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
645	CAIOIS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
646	CAIOPL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
647	CAIOXF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
649	CAIP01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
392	CACIBL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
391	CACIBI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
390	CACIAM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
141	BJCJ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
142	BJCK01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
143	BJHC01_Cyanobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
144	BJHD01_Cyanobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
145	BJHE01_Cyanobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
146	BJKP01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
147	BLJI01_Chroococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
148	BLZO01_Okeania	./CENA71.fasta	1.0	1.0	0/1000	0.0
140	BJCI01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
149	BOWF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
151	BOXD01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
152	BOYO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
153	BOYP01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
154	BPAC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
155	CAACVJ01_Hyella	./CENA71.fasta	1.0	1.0	0/1000	0.0
156	CABQEX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
157	CABSEX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
158	CABUCV01_Fischerella	./CENA71.fasta	1.0	1.0	0/1000	0.0
150	BOXC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
139	BJCH01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
138	BJCF01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
137	BJCE01_Sphaerospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
114	BBWW01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
116	BDQK01_Aphanothece	./CENA71.fasta	1.0	1.0	0/1000	0.0
117	BDQL01_Aphanothece	./CENA71.fasta	1.0	1.0	0/1000	0.0
118	BDSG01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
119	BDSM01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
123	BEIU01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
124	BEIV01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
125	BEYQ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
126	BFAC01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
127	BHVO01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
128	BHVP01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
129	BHVQ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
130	BHVR01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
131	BHVS01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
132	BHVU01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
133	BIFY01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
134	BIMP01_Cyanobiont	./CENA71.fasta	1.0	1.0	0/1000	0.0
135	BIMW01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
136	BJCD01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
159	CABUXD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
160	CABXSG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
161	CABXTM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
162	CABXUT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
186	CABYRZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
187	CABYSR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
188	CABYTO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
189	CABYTR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
190	CABYUE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
191	CABYWN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
192	CABYWR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
193	CABYWZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
194	CABYXI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
195	CABYYN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
196	CABYZN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
197	CABZBE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
198	CABZBP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
199	CABZCY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
200	CABZEQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
201	CABZFE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
202	CABZFV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
203	CABZFW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
204	CABZHQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
185	CABYRO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
113	BBPA01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
184	CABYRK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
182	CABYQF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
163	CABXYB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
164	CABYAP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
165	CABYAW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
166	CABYEB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
167	CABYEL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
168	CABYGI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
169	CABYIY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
170	CABYJE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
171	CABYJI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
172	CABYKM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
173	CABYKV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
174	CABYLC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
175	CABYLJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
176	CABYLR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
177	CABYMM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
178	CABYNM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
179	CABYNZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
180	CABYPO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
181	CABYPR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
183	CABYQY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
111	BAWS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
110	BAUB01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
109	AZYY01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
27	AHGV01_Thermanaerovibrio	./CENA71.fasta	1.0	1.0	0/1000	0.0
28	AJHB01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
34	AJTX02_Prochlorothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
35	AJUB01_Leptolyngbyaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
36	AJUS01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
37	AJUT01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
38	AJUU01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
39	AJWF01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
40	AJYB01_Planococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
41	ALPB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
42	ALPC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
43	ALPD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
44	ALPE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
45	ALPF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
46	ALPG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
47	ALPH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
48	ALPI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
49	ALPJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
50	ALPK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
25	AGIK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
51	ALPL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
23	AFXD01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
21	AFEJ01_Acaryochloris	./CENA71.fasta	1.0	1.0	0/1000	0.0
1	AANO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2	AANP01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
3	AAOK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
4	AATZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
5	AAUA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
6	AAVU01_Lyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
8	AAXW01_Crocosphaera	./CENA71.fasta	1.0	1.0	0/1000	0.0
9	AAZV01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
10	ABRS01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
